V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
-0.380664423108101,0.34626440377906,-0.276658570859581,0.378051612526178,-0.529742620885372,0.583478840999305,-0.884216593112797,0.118764867074788,-0.318303330801427,-0.430268618743867,X1
0.551789799239486,0.192699967417866,-0.612138085998595,0.290167317260057,-0.357359595131129,-0.50381429772824,0.679018404334784,-0.889150396920741,-0.907283933833241,-0.0990026346407831,X2
0.690027419477701,0.800616818945855,0.233005215413868,0.233070468064398,-0.588048426900059,0.482673346530646,0.722172255627811,-0.775246622506529,0.0616612695157528,0.434854820370674,X2
0.310135761275887,-0.321428840514272,0.112830280326307,0.687943785917014,0.106520880013704,0.651337387040257,0.497354259248823,0.855427254922688,0.425388870760798,0.735309401061386,X1
-0.111339956056327,0.93726002285257,-0.535212193150073,-0.315159908961505,0.312523867934942,0.895535516552627,-0.707300772424787,-0.200059136375785,0.452580893412232,0.906085618771613,X2
-0.718531109392643,-0.0251299734227359,0.902458005584776,0.842616693116724,0.242590559646487,0.31189754139632,0.61090235132724,-0.222197879105806,0.917661907617003,-0.100078172981739,X2
0.320963353384286,0.471102383453399,-0.762166434433311,0.999174043070525,0.491407286841422,-0.0239113653078675,-0.356147303711623,-0.853415064979345,-0.483015887904912,0.630729977507144,X2
-0.913512165192515,-0.468912376090884,0.0944321784190834,0.000340137630701065,-0.856851981952786,0.715120324864984,-0.0817207172513008,0.600711660925299,-0.0647037108428776,0.826481458730996,X2
-0.312995905987918,0.768363840412349,0.32914807787165,-0.185453198384494,0.725260944105685,-0.517441850155592,0.147552135400474,0.503949375357479,-0.0573120531626046,-0.655136401299387,X1
0.0206019491888583,0.906634954735637,-0.707055495586246,-0.716914672870189,0.726084772031754,0.0575573029927909,-0.826592429541051,0.864784170407802,-0.156378935091197,-0.754781379364431,X2
-0.475640882737935,-0.506440928205848,0.585956844035536,-0.162987466435879,0.500374380499125,-0.221820230595767,0.802054373081774,0.366652621421963,-0.0771138402633369,-0.416937442030758,X1
0.852191037498415,-0.423293499276042,0.84950764477253,0.476082033012062,-0.245481572579592,-0.00129067478701472,-0.626564089208841,-0.0729073360562325,-0.111733794212341,0.837385166902095,X2
-0.847290376666933,0.35749418893829,-0.541190880350769,-0.355269500985742,0.334907105658203,0.0275139613077044,-0.728848655708134,0.273436089046299,0.799666997976601,-0.0935173472389579,X1
-0.341353876050562,-0.535551516804844,0.418457991909236,0.523996230680496,-0.306209166534245,0.234986526891589,-0.730680362321436,0.763375669717789,-0.344877689611167,-0.486965676769614,X1
-0.959809894207865,-0.634596240706742,0.966315893922001,0.0635462878271937,-0.474613056518137,-0.456824514549226,0.620249548461288,0.999993539880961,-0.909821479581296,-0.023079501464963,X2
0.222380181774497,0.510611239820719,-0.581137901637703,-0.307745032943785,-0.740818139631301,0.296357463113964,-0.556081017944962,0.59662059834227,0.943857977632433,-0.692939889151603,X2
-0.665426281280816,0.682410235516727,0.338342775590718,-0.136793792713434,0.974607503972948,-0.61096321279183,0.441438917536288,-0.440921713598073,0.0579269314184785,0.294642453081906,X1
-0.3093620557338,0.348922171164304,0.292955325450748,0.857491108123213,0.402186189312488,-0.99451061617583,-0.85146285360679,-0.405409776140004,-0.323675348889083,0.951069889590144,X2
-0.0478274780325592,-0.153522692155093,0.504708861000836,0.347675113938749,0.723056958522648,-0.852400664705783,-0.376917961519212,0.211362575180829,-0.831326179206371,0.361583395395428,X1
0.137020926456898,0.00592222530394793,0.620913854800165,0.70235747937113,-0.749082531780005,0.308470879215747,-0.20098873693496,-0.747841835953295,-0.425570783670992,0.57115395879373,X1
-0.473855445627123,0.37961333245039,0.145662679336965,0.707165190484375,0.685890934430063,0.343103529885411,-0.205090918578207,-0.114358016755432,0.422596562188119,-0.469132641330361,X1
0.0444818097166717,-0.925170729868114,0.514151173178107,0.559088071808219,-0.256845942232758,-0.312833716161549,0.453274941537529,-0.787041326519102,-0.84162815939635,0.791601703502238,X2
0.780105320271105,-0.368328776210546,0.463039829861373,0.963895647320896,0.415546380449086,-0.720145063474774,0.621061196550727,-0.0224223169498146,0.854940580669791,-0.620565306395292,X2
-0.143305594567209,0.155683523509651,0.215992551762611,0.0606241808272898,0.275618774816394,0.76478398963809,0.57715600123629,0.522465330548584,0.458003156352788,-0.507990432437509,X1
