V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
-0.113858516793698,0.233270650729537,-0.299812586512417,0.00980986701324582,0.973792476113886,0.121621233411133,-0.0298173488117754,-0.367559822276235,0.0322505114600062,0.150509143713862,X1
0.0624420465901494,0.983097919262946,0.842857260257006,-0.0768702835775912,0.184356583282351,-0.330095298122615,-0.628883838653564,-0.832567800302058,0.243842606432736,0.223362192045897,X2
-0.74913257593289,0.552982544992119,-0.045584755949676,-0.352535446640104,0.395345747936517,0.240041972603649,0.480430606286973,0.639335467480123,-0.466707727871835,0.0798503733240068,X1
-0.646222875919193,0.891749024856836,0.998883283697069,-0.820431012194604,-0.764777664095163,-0.499034688342363,0.531727513298392,-0.519042569678277,0.578757724259049,0.70895853638649,X2
-0.487752609886229,-0.92220874177292,-0.153442023787647,0.899518492165953,-0.352066259365529,0.832244495861232,-0.285558245144784,0.903068450279534,0.011628145352006,-0.822716713882983,X2
0.116901446133852,0.103565389290452,-0.718928914982826,0.789256844203919,0.176301280036569,0.436028139665723,0.0522767514921725,-0.287505939602852,0.669817235786468,0.310229535680264,X1
-0.872866835445166,-0.719187249429524,0.784133003093302,-0.270422764122486,-0.730425050482154,-0.424445656593889,0.956707360688597,-0.249090378172696,-0.00638245232403278,-0.476615438237786,X2
0.692814615089446,0.694680279586464,-0.69227946549654,0.948874271009117,-0.914075160864741,-0.974620273336768,-0.278166135773063,0.956744928844273,0.838322650175542,0.884548431262374,X2
-0.0122976903803647,0.607278822455555,0.566644915845245,-0.248738562688231,-0.168985102791339,0.633697491139174,-0.81884687487036,0.502500297967345,0.236774669960141,-0.436262104194611,X1
-0.857479648664594,-0.0696562849916518,-0.225494364276528,0.262965262401849,0.00704475631937385,-0.964565978851169,0.827802421990782,-0.260786601807922,-0.709965371061116,0.0400916119106114,X2
0.981552277226001,-0.796572750899941,-0.708635278046131,0.215087579097599,0.881615090183914,0.315345481503755,-0.40060552675277,0.624164204578847,-0.264050967525691,0.149031123612076,X2
-0.801807078998536,-0.381147417239845,-0.133953666314483,0.195321999490261,-0.655295540578663,-0.806990028358996,0.671197314746678,-0.132326193153858,0.688771112821996,-0.807895672041923,X2
-0.0467280396260321,-0.595061232801527,-0.945476659573615,-0.642450910061598,-0.430420415941626,-0.327684930060059,-0.736728521995246,-0.35689483769238,-0.403943478595465,0.303773695603013,X1
0.422047024592757,-0.235604616813362,-0.484621568582952,-0.33122605457902,0.666964170057327,-0.0753163313493133,-0.0226399372331798,0.393841702025384,-0.491660069208592,0.223072832450271,X1
0.427783136256039,-0.230619853362441,0.74295741552487,-0.753815391100943,-0.842270850669593,-0.321440532337874,-0.750029099173844,-0.697218616958708,-0.951882272493094,-0.332324652466923,X2
0.599425293970853,-0.287413700483739,-0.672848587855697,-0.553031855728477,-0.416683125775307,-0.00383021729066968,-0.0242397985421121,0.373158765956759,0.58509712247178,0.640231915749609,X1
-0.208543153479695,0.458797002211213,-0.214699861593544,0.255245610605925,0.656490550842136,0.30294314166531,0.167318390216678,-0.785451924428344,0.271757714450359,0.962727831676602,X1
-0.694331184029579,-0.283791187684983,0.631744798272848,0.771922311745584,0.0844560833647847,-0.282673164270818,-0.168334619142115,0.268716453574598,-0.301092972047627,-0.289297034963965,X1
0.834009589627385,-0.0164302429184318,-0.524090353865176,-0.00194173632189631,-0.800828049890697,-0.559556393418461,-0.411783346906304,0.0945826480165124,0.68454372510314,-0.105109681840986,X1
-0.50913380458951,0.634661052376032,0.730990468058735,0.0703463274985552,0.997094552963972,-0.994029823690653,-0.155132845509797,-0.87561834231019,0.366671652998775,0.974096963647753,X2
-0.178408347535878,0.0217175199650228,-0.703330662567168,-0.862334065604955,-0.891493234783411,0.902818976901472,-0.752149295061827,0.775698086712509,0.631102448794991,-0.527277450077236,X2
0.702318571973592,0.407124256715178,0.258552635088563,0.444727982860059,0.0284299300983548,-0.631962229497731,-0.776454286184162,-0.723858862649649,0.833292230498046,-0.88732294831425,X2
